[SLOPE COLLISION] Tile: 2 at (10, 14), slopeY = 479, playerY = 466.9
[PLAYER STATE] x: 125, y: 4187.84, vx: 0, vy: 16, grounded: 0, jumping: 0
[PLAYER STATE] x: 125, y: 4203.84, vx: 0, vy: 16, grounded: 0, jumping: 0
[PLAYER STATE] x: 160, y: 200.219, vx: 0, vy: 0.21875, grounded: 0, jumping: 0
[PLAYER STATE] x: 160, y: 200.656, vx: 0, vy: 0.4375, grounded: 0, jumping: 0
[PLAYER STATE] x: 160, y: 201.312, vx: 0, vy: 0.65625, grounded: 0, jumping: 0
[PLAYER STATE] x: 160, y: 202.188, vx: 0, vy: 0.875, grounded: 0, jumping: 0
[PLAYER STATE] x: 160, y: 203.281, vx: 0, vy: 1.09375, grounded: 0, jumping: 0
[PLAYER STATE] x: 160, y: 204.594, vx: 0, vy: 1.3125, grounded: 0, jumping: 0
[PLAYER STATE] x: 160, y: 206.125, vx: 0, vy: 1.53125, grounded: 0, jumping: 0
[PLAYER STATE] x: 160, y: 207.875, vx: 0, vy: 1.75, grounded: 0, jumping: 0
[PLAYER STATE] x: 160, y: 209.844, vx: 0, vy: 1.96875, grounded: 0, jumping: 0
[PLAYER STATE] x: 160, y: 212.031, vx: 0, vy: 2.1875, grounded: 0, jumping: 0
[PLAYER STATE] x: 160, y: 214.438, vx: 0, vy: 2.40625, grounded: 0, jumping: 0
[PLAYER STATE] x: 160, y: 217.062, vx: 0, vy: 2.625, grounded: 0, jumping: 0
[PLAYER STATE] x: 160, y: 219.906, vx: 0, vy: 2.84375, grounded: 0, jumping: 0
[PLAYER STATE] x: 160, y: 222.969, vx: 0, vy: 3.0625, grounded: 0, jumping: 0
[PLAYER STATE] x: 160, y: 226.25, vx: 0, vy: 3.28125, grounded: 0, jumping: 0
[PLAYER STATE] x: 160, y: 229.75, vx: 0, vy: 3.5, grounded: 0, jumping: 0
[PLAYER STATE] x: 160, y: 233.469, vx: 0, vy: 3.71875, grounded: 0, jumping: 0
[PLAYER STATE] x: 160, y: 237.406, vx: 0, vy: 3.9375, grounded: 0, jumping: 0
[PLAYER STATE] x: 160, y: 241.562, vx: 0, vy: 4.15625, grounded: 0, jumping: 0
[PLAYER STATE] x: 160, y: 245.938, vx: 0, vy: 4.375, grounded: 0, jumping: 0
[PLAYER STATE] x: 160, y: 250.531, vx: 0, vy: 4.59375, grounded: 0, jumping: 0
[PLAYER STATE] x: 160, y: 255.344, vx: 0, vy: 4.8125, grounded: 0, jumping: 0
[PLAYER STATE] x: 160, y: 260.375, vx: 0, vy: 5.03125, grounded: 0, jumping: 0
[PLAYER STATE] x: 160, y: 265.625, vx: 0, vy: 5.25, grounded: 0, jumping: 0
[PLAYER STATE] x: 160, y: 271.094, vx: 0, vy: 5.46875, grounded: 0, jumping: 0
[PLAYER STATE] x: 160, y: 276.781, vx: 0, vy: 5.6875, grounded: 0, jumping: 0
[PLAYER STATE] x: 160, y: 282.688, vx: 0, vy: 5.90625, grounded: 0, jumping: 0
[PLAYER STATE] x: 160, y: 288.812, vx: 0, vy: 6.125, grounded: 0, jumping: 0
[PLAYER STATE] x: 160, y: 295.156, vx: 0, vy: 6.34375, grounded: 0, jumping: 0
[PLAYER STATE] x: 160, y: 301.719, vx: 0, vy: 6.5625, grounded: 0, jumping: 0
[PLAYER STATE] x: 160, y: 308.5, vx: 0, vy: 6.78125, grounded: 0, jumping: 0
[PLAYER STATE] x: 160, y: 315.5, vx: 0, vy: 7, grounded: 0, jumping: 0
[PLAYER STATE] x: 160, y: 322.719, vx: 0, vy: 7.21875, grounded: 0, jumping: 0
[PLAYER STATE] x: 160, y: 330.156, vx: 0, vy: 7.4375, grounded: 0, jumping: 0
[PLAYER STATE] x: 160, y: 337.812, vx: 0, vy: 7.65625, grounded: 0, jumping: 0
[PLAYER STATE] x: 160, y: 345.688, vx: 0, vy: 7.875, grounded: 0, jumping: 0
[PLAYER STATE] x: 163, y: 353.781, vx: 3, vy: 8.09375, grounded: 0, jumping: 0
[PLAYER STATE] x: 166, y: 362.094, vx: 3, vy: 8.3125, grounded: 0, jumping: 0
[PLAYER STATE] x: 169, y: 370.625, vx: 3, vy: 8.53125, grounded: 0, jumping: 0
[PLAYER STATE] x: 172, y: 379.375, vx: 3, vy: 8.75, grounded: 0, jumping: 0
[PLAYER STATE] x: 175, y: 388.344, vx: 3, vy: 8.96875, grounded: 0, jumping: 0
[PLAYER STATE] x: 178, y: 354, vx: 2.875, vy: 0, grounded: 1, jumping: 0
[PLAYER STATE] x: 180.5, y: 354, vx: 2.5, vy: 0, grounded: 0, jumping: 0
[PLAYER STATE] x: 183.5, y: 354.219, vx: 3, vy: 0.21875, grounded: 0, jumping: 0
[PLAYER STATE] x: 186.5, y: 354.656, vx: 3, vy: 0.4375, grounded: 0, jumping: 0
[PLAYER STATE] x: 189.5, y: 355.312, vx: 3, vy: 0.65625, grounded: 0, jumping: 0
[PLAYER STATE] x: 192.5, y: 356.188, vx: 3, vy: 0.875, grounded: 0, jumping: 0
[PLAYER STATE] x: 195.5, y: 357.281, vx: 3, vy: 1.09375, grounded: 0, jumping: 0
[PLAYER STATE] x: 195.5, y: 358.594, vx: 0, vy: 1.3125, grounded: 0, jumping: 0
[PLAYER STATE] x: 195.5, y: 360.125, vx: 0, vy: 1.53125, grounded: 0, jumping: 0
[PLAYER STATE] x: 195.5, y: 361.875, vx: 0, vy: 1.75, grounded: 0, jumping: 0
[PLAYER STATE] x: 195.5, y: 363.844, vx: 0, vy: 1.96875, grounded: 0, jumping: 0
[PLAYER STATE] x: 192.5, y: 366.031, vx: -3, vy: 2.1875, grounded: 0, jumping: 0
[PLAYER STATE] x: 189.5, y: 365, vx: -3.125, vy: 0, grounded: 1, jumping: 0
[PLAYER STATE] x: 187, y: 365, vx: -2.5, vy: 0, grounded: 0, jumping: 0
[PLAYER STATE] x: 184, y: 365.219, vx: -3, vy: 0.21875, grounded: 0, jumping: 0
[PLAYER STATE] x: 181, y: 365.656, vx: -3, vy: 0.4375, grounded: 0, jumping: 0
[PLAYER STATE] x: 178, y: 366.312, vx: -3, vy: 0.65625, grounded: 0, jumping: 0
[PLAYER STATE] x: 178, y: 367.188, vx: 0, vy: 0.875, grounded: 0, jumping: 0
[PLAYER STATE] x: 178, y: 354, vx: -0.125, vy: 0, grounded: 1, jumping: 0
[PLAYER STATE] x: 178, y: 354, vx: 0, vy: 0, grounded: 0, jumping: 0
[PLAYER STATE] x: 178, y: 354.219, vx: 0, vy: 0.21875, grounded: 0, jumping: 0
[PLAYER STATE] x: 178, y: 354.656, vx: 0, vy: 0.4375, grounded: 0, jumping: 0
[PLAYER STATE] x: 178, y: 355.312, vx: 0, vy: 0.65625, grounded: 0, jumping: 0
[PLAYER STATE] x: 178, y: 356.188, vx: 0, vy: 0.875, grounded: 0, jumping: 0
[PLAYER STATE] x: 178, y: 357.281, vx: 0, vy: 1.09375, grounded: 0, jumping: 0
[PLAYER STATE] x: 178, y: 358.594, vx: 0, vy: 1.3125, grounded: 0, jumping: 0
[PLAYER STATE] x: 178, y: 360.125, vx: 0, vy: 1.53125, grounded: 0, jumping: 0
[PLAYER STATE] x: 178, y: 361.875, vx: 0, vy: 1.75, grounded: 0, jumping: 0
[PLAYER STATE] x: 178, y: 363.844, vx: 0, vy: 1.96875, grounded: 0, jumping: 0
[PLAYER STATE] x: 178, y: 366.031, vx: 0, vy: 2.1875, grounded: 0, jumping: 0
[PLAYER STATE] x: 178, y: 354, vx: -0.125, vy: 0, grounded: 1, jumping: 0
[PLAYER STATE] x: 178, y: 354, vx: 0, vy: 0, grounded: 0, jumping: 0
[PLAYER STATE] x: 178, y: 354.219, vx: 0, vy: 0.21875, grounded: 0, jumping: 0
[PLAYER STATE] x: 178, y: 354.656, vx: 0, vy: 0.4375, grounded: 0, jumping: 0
[PLAYER STATE] x: 178, y: 355.312, vx: 0, vy: 0.65625, grounded: 0, jumping: 0
[PLAYER STATE] x: 178, y: 356.188, vx: 0, vy: 0.875, grounded: 0, jumping: 0
[PLAYER STATE] x: 178, y: 357.281, vx: 0, vy: 1.09375, grounded: 0, jumping: 0
[PLAYER STATE] x: 178, y: 358.594, vx: 0, vy: 1.3125, grounded: 0, jumping: 0
[PLAYER STATE] x: 178, y: 360.125, vx: 0, vy: 1.53125, grounded: 0, jumping: 0
[PLAYER STATE] x: 178, y: 361.875, vx: 0, vy: 1.75, grounded: 0, jumping: 0
[PLAYER STATE] x: 178, y: 363.844, vx: 0, vy: 1.96875, grounded: 0, jumping: 0
[PLAYER STATE] x: 178, y: 366.031, vx: 0, vy: 2.1875, grounded: 0, jumping: 0
[PLAYER STATE] x: 178, y: 354, vx: -0.125, vy: 0, grounded: 1, jumping: 0
[PLAYER STATE] x: 178, y: 354, vx: 0, vy: 0, grounded: 0, jumping: 0
[PLAYER STATE] x: 178, y: 354.219, vx: 0, vy: 0.21875, grounded: 0, jumping: 0
[PLAYER STATE] x: 178, y: 354.656, vx: 0, vy: 0.4375, grounded: 0, jumping: 0
[PLAYER STATE] x: 178, y: 355.312, vx: 0, vy: 0.65625, grounded: 0, jumping: 0
[PLAYER STATE] x: 178, y: 356.188, vx: 0, vy: 0.875, grounded: 0, jumping: 0
[PLAYER STATE] x: 178, y: 357.281, vx: 0, vy: 1.09375, grounded: 0, jumping: 0
[PLAYER STATE] x: 178, y: 358.594, vx: 0, vy: 1.3125, grounded: 0, jumping: 0
[PLAYER STATE] x: 178, y: 360.125, vx: 0, vy: 1.53125, grounded: 0, jumping: 0
[PLAYER STATE] x: 178, y: 361.875, vx: 0, vy: 1.75, grounded: 0, jumping: 0
[PLAYER STATE] x: 178, y: 363.844, vx: 0, vy: 1.96875, grounded: 0, jumping: 0
[PLAYER STATE] x: 178, y: 366.031, vx: 0, vy: 2.1875, grounded: 0, jumping: 0
[PLAYER STATE] x: 178, y: 354, vx: -0.125, vy: 0, grounded: 1, jumping: 0
[PLAYER STATE] x: 178, y: 354, vx: 0, vy: 0, grounded: 0, jumping: 0
[PLAYER STATE] x: 178, y: 354.219, vx: 0, vy: 0.21875, grounded: 0, jumping: 0
[PLAYER STATE] x: 178, y: 354.656, vx: 0, vy: 0.4375, grounded: 0, jumping: 0
[PLAYER STATE] x: 178, y: 355.312, vx: 0, vy: 0.65625, grounded: 0, jumping: 0
[PLAYER STATE] x: 175, y: 356.188, vx: -3, vy: 0.875, grounded: 0, jumping: 0
[PLAYER STATE] x: 172, y: 357.281, vx: -3, vy: 1.09375, grounded: 0, jumping: 0
[PLAYER STATE] x: 169, y: 358.594, vx: -3, vy: 1.3125, grounded: 0, jumping: 0
[PLAYER STATE] x: 166, y: 360.125, vx: -3, vy: 1.53125, grounded: 0, jumping: 0
[PLAYER STATE] x: 163, y: 361.875, vx: -3, vy: 1.75, grounded: 0, jumping: 0
[PLAYER STATE] x: 160, y: 363.844, vx: -3, vy: 1.96875, grounded: 0, jumping: 0
[PLAYER STATE] x: 160, y: 366.031, vx: 0, vy: 2.1875, grounded: 0, jumping: 0
[PLAYER STATE] x: 160, y: 368.438, vx: 0, vy: 2.40625, grounded: 0, jumping: 0
[PLAYER STATE] x: 160, y: 371.062, vx: 0, vy: 2.625, grounded: 0, jumping: 0
[PLAYER STATE] x: 160, y: 373.906, vx: 0, vy: 2.84375, grounded: 0, jumping: 0
[PLAYER STATE] x: 160, y: 376.969, vx: 0, vy: 3.0625, grounded: 0, jumping: 0
[PLAYER STATE] x: 160, y: 380.25, vx: 0, vy: 3.28125, grounded: 0, jumping: 0
[PLAYER STATE] x: 160, y: 383.75, vx: 0, vy: 3.5, grounded: 0, jumping: 0
[PLAYER STATE] x: 160, y: 387.469, vx: 0, vy: 3.71875, grounded: 0, jumping: 0
[PLAYER STATE] x: 160, y: 391.406, vx: 0, vy: 3.9375, grounded: 0, jumping: 0
[PLAYER STATE] x: 160, y: 395.562, vx: 0, vy: 4.15625, grounded: 0, jumping: 0
[PLAYER STATE] x: 160, y: 399.938, vx: 0, vy: 4.375, grounded: 0, jumping: 0
[PLAYER STATE] x: 160, y: 400, vx: -0.125, vy: 0, grounded: 1, jumping: 0
[PLAYER STATE] x: 160, y: 400, vx: 0, vy: 0, grounded: 1, jumping: 0
[PLAYER STATE] x: 160, y: 400, vx: 0, vy: 0, grounded: 1, jumping: 0
[PLAYER STATE] x: 160, y: 400, vx: 0, vy: 0, grounded: 1, jumping: 0
[PLAYER STATE] x: 160, y: 400, vx: 0, vy: 0, grounded: 1, jumping: 0
[PLAYER STATE] x: 160, y: 400, vx: 0, vy: 0, grounded: 1, jumping: 0
[PLAYER STATE] x: 160, y: 400, vx: 0, vy: 0, grounded: 1, jumping: 0
[PLAYER STATE] x: 160, y: 400, vx: 0, vy: 0, grounded: 1, jumping: 0
[PLAYER STATE] x: 157.5, y: 397, vx: -2.625, vy: 0, grounded: 1, jumping: 0
[PLAYER STATE] x: 155, y: 397, vx: -2.5, vy: 0, grounded: 0, jumping: 0
[PLAYER STATE] x: 152, y: 397.219, vx: -3, vy: 0.21875, grounded: 0, jumping: 0
[PLAYER STATE] x: 149, y: 397.656, vx: -3, vy: 0.4375, grounded: 0, jumping: 0
[PLAYER STATE] x: 146, y: 398.312, vx: -3, vy: 0.65625, grounded: 0, jumping: 0
[PLAYER STATE] x: 143, y: 399.188, vx: -3, vy: 0.875, grounded: 0, jumping: 0
[PLAYER STATE] x: 140, y: 400.281, vx: -3, vy: 1.09375, grounded: 0, jumping: 0
[PLAYER STATE] x: 137, y: 401.594, vx: -3, vy: 1.3125, grounded: 0, jumping: 0
[PLAYER STATE] x: 137, y: 403.125, vx: 0, vy: 1.53125, grounded: 0, jumping: 0
[PLAYER STATE] x: 137, y: 404.875, vx: 0, vy: 1.75, grounded: 0, jumping: 0
[PLAYER STATE] x: 137, y: 406.844, vx: 0, vy: 1.96875, grounded: 0, jumping: 0
[PLAYER STATE] x: 137, y: 409.031, vx: 0, vy: 2.1875, grounded: 0, jumping: 0
[PLAYER STATE] x: 140, y: 411.438, vx: 3, vy: 2.40625, grounded: 0, jumping: 0
[PLAYER STATE] x: 143, y: 414.062, vx: 3, vy: 2.625, grounded: 0, jumping: 0
[PLAYER STATE] x: 146, y: 386, vx: 2.875, vy: 0, grounded: 1, jumping: 0
[PLAYER STATE] x: 148.5, y: 386, vx: 2.5, vy: 0, grounded: 0, jumping: 0
[PLAYER STATE] x: 151.5, y: 386.219, vx: 3, vy: 0.21875, grounded: 0, jumping: 0
[PLAYER STATE] x: 154.5, y: 386.656, vx: 3, vy: 0.4375, grounded: 0, jumping: 0
[PLAYER STATE] x: 157.5, y: 387.312, vx: 3, vy: 0.65625, grounded: 0, jumping: 0
[PLAYER STATE] x: 160.5, y: 388.188, vx: 3, vy: 0.875, grounded: 0, jumping: 0
[PLAYER STATE] x: 163.5, y: 389.281, vx: 3, vy: 1.09375, grounded: 0, jumping: 0
[PLAYER STATE] x: 166.5, y: 390.594, vx: 3, vy: 1.3125, grounded: 0, jumping: 0
[PLAYER STATE] x: 169.5, y: 392.125, vx: 3, vy: 1.53125, grounded: 0, jumping: 0
[PLAYER STATE] x: 172.5, y: 393.875, vx: 3, vy: 1.75, grounded: 0, jumping: 0
[PLAYER STATE] x: 175.5, y: 395.844, vx: 3, vy: 1.96875, grounded: 0, jumping: 0
[PLAYER STATE] x: 178.5, y: 354, vx: 2.875, vy: 0, grounded: 1, jumping: 0
[PLAYER STATE] x: 181, y: 354, vx: 2.5, vy: 0, grounded: 0, jumping: 0
[PLAYER STATE] x: 184, y: 354.219, vx: 3, vy: 0.21875, grounded: 0, jumping: 0
[PLAYER STATE] x: 184, y: 354.656, vx: 0, vy: 0.4375, grounded: 0, jumping: 0
[PLAYER STATE] x: 184, y: 355.312, vx: 0, vy: 0.65625, grounded: 0, jumping: 0
[PLAYER STATE] x: 184, y: 356.188, vx: 0, vy: 0.875, grounded: 0, jumping: 0
[PLAYER STATE] x: 184, y: 357.281, vx: 0, vy: 1.09375, grounded: 0, jumping: 0
[PLAYER STATE] x: 184, y: 358.594, vx: 0, vy: 1.3125, grounded: 0, jumping: 0
[PLAYER STATE] x: 184, y: 360.125, vx: 0, vy: 1.53125, grounded: 0, jumping: 0
[PLAYER STATE] x: 184, y: 361.875, vx: 0, vy: 1.75, grounded: 0, jumping: 0
[PLAYER STATE] x: 184, y: 363.844, vx: 0, vy: 1.96875, grounded: 0, jumping: 0
[PLAYER STATE] x: 184, y: 366.031, vx: 0, vy: 2.1875, grounded: 0, jumping: 0
[PLAYER STATE] x: 184, y: 360, vx: -0.125, vy: 0, grounded: 1, jumping: 0
[PLAYER STATE] x: 184, y: 360, vx: 0, vy: 0, grounded: 0, jumping: 0
[PLAYER STATE] x: 184, y: 360.219, vx: 0, vy: 0.21875, grounded: 0, jumping: 0
[PLAYER STATE] x: 184, y: 360.656, vx: 0, vy: 0.4375, grounded: 0, jumping: 0
[PLAYER STATE] x: 181, y: 361.312, vx: -3, vy: 0.65625, grounded: 0, jumping: 0
[PLAYER STATE] x: 178, y: 362.188, vx: -3, vy: 0.875, grounded: 0, jumping: 0
[PLAYER STATE] x: 175, y: 363.281, vx: -3, vy: 1.09375, grounded: 0, jumping: 0
[PLAYER STATE] x: 172, y: 364.594, vx: -3, vy: 1.3125, grounded: 0, jumping: 0
[PLAYER STATE] x: 169, y: 366.125, vx: -3, vy: 1.53125, grounded: 0, jumping: 0
[PLAYER STATE] x: 166, y: 367.875, vx: -3, vy: 1.75, grounded: 0, jumping: 0
[PLAYER STATE] x: 163, y: 369.844, vx: -3, vy: 1.96875, grounded: 0, jumping: 0
[PLAYER STATE] x: 163, y: 372.031, vx: 0, vy: 2.1875, grounded: 0, jumping: 0
[PLAYER STATE] x: 163, y: 374.438, vx: 0, vy: 2.40625, grounded: 0, jumping: 0
[PLAYER STATE] x: 163, y: 377.062, vx: 0, vy: 2.625, grounded: 0, jumping: 0
[PLAYER STATE] x: 163, y: 379.906, vx: 0, vy: 2.84375, grounded: 0, jumping: 0
[PLAYER STATE] x: 163, y: 382.969, vx: 0, vy: 3.0625, grounded: 0, jumping: 0
[PLAYER STATE] x: 166, y: 386.25, vx: 3, vy: 3.28125, grounded: 0, jumping: 0
[PLAYER STATE] x: 169, y: 389.75, vx: 3, vy: 3.5, grounded: 0, jumping: 0
[PLAYER STATE] x: 172, y: 393.469, vx: 3, vy: 3.71875, grounded: 0, jumping: 0
[PLAYER STATE] x: 175, y: 397.406, vx: 3, vy: 3.9375, grounded: 0, jumping: 0
[PLAYER STATE] x: 178, y: 401.562, vx: 3, vy: 4.15625, grounded: 0, jumping: 0
[PLAYER STATE] x: 181, y: 405.938, vx: 3, vy: 4.375, grounded: 0, jumping: 0
[PLAYER STATE] x: 184, y: 410.531, vx: 3, vy: 4.59375, grounded: 0, jumping: 0
[PLAYER STATE] x: 187, y: 415.344, vx: 3, vy: 4.8125, grounded: 0, jumping: 0
[PLAYER STATE] x: 190, y: 420.375, vx: 3, vy: 5.03125, grounded: 0, jumping: 0
[PLAYER STATE] x: 193, y: 425.625, vx: 3, vy: 5.25, grounded: 0, jumping: 0
[PLAYER STATE] x: 196, y: 431.094, vx: 3, vy: 5.46875, grounded: 0, jumping: 0
[PLAYER STATE] x: 199, y: 436.781, vx: 3, vy: 5.6875, grounded: 0, jumping: 0
[PLAYER STATE] x: 202, y: 442.688, vx: 3, vy: 5.90625, grounded: 0, jumping: 0
[PLAYER STATE] x: 205, y: 448.812, vx: 3, vy: 6.125, grounded: 0, jumping: 0
[PLAYER STATE] x: 208, y: 455.156, vx: 3, vy: 6.34375, grounded: 0, jumping: 0
[PLAYER STATE] x: 211, y: 461.719, vx: 3, vy: 6.5625, grounded: 0, jumping: 0
[PLAYER STATE] x: 214, y: 468.5, vx: 3, vy: 6.78125, grounded: 0, jumping: 0
[PLAYER STATE] x: 217, y: 475.5, vx: 3, vy: 7, grounded: 0, jumping: 0
[PLAYER STATE] x: 220, y: 482.719, vx: 3, vy: 7.21875, grounded: 0, jumping: 0
[PLAYER STATE] x: 223, y: 490.156, vx: 3, vy: 7.4375, grounded: 0, jumping: 0
[PLAYER STATE] x: 226, y: 497.812, vx: 3, vy: 7.65625, grounded: 0, jumping: 0
[PLAYER STATE] x: 229, y: 505.688, vx: 3, vy: 7.875, grounded: 0, jumping: 0
[PLAYER STATE] x: 232, y: 513.781, vx: 3, vy: 8.09375, grounded: 0, jumping: 0
[PLAYER STATE] x: 232, y: 522.094, vx: 0, vy: 8.3125, grounded: 0, jumping: 0
[PLAYER STATE] x: 232, y: 530.625, vx: 0, vy: 8.53125, grounded: 0, jumping: 0
[PLAYER STATE] x: 232, y: 539.375, vx: 0, vy: 8.75, grounded: 0, jumping: 0
[PLAYER STATE] x: 232, y: 548.344, vx: 0, vy: 8.96875, grounded: 0, jumping: 0
[PLAYER STATE] x: 232, y: 557.531, vx: 0, vy: 9.1875, grounded: 0, jumping: 0
[PLAYER STATE] x: 232, y: 566.938, vx: 0, vy: 9.40625, grounded: 0, jumping: 0
[PLAYER STATE] x: 232, y: 576.562, vx: 0, vy: 9.625, grounded: 0, jumping: 0
[PLAYER STATE] x: 232, y: 586.406, vx: 0, vy: 9.84375, grounded: 0, jumping: 0
[PLAYER STATE] x: 232, y: 596.469, vx: 0, vy: 10.0625, grounded: 0, jumping: 0
[PLAYER STATE] x: 232, y: 606.75, vx: 0, vy: 10.2812, grounded: 0, jumping: 0
[PLAYER STATE] x: 232, y: 617.25, vx: 0, vy: 10.5, grounded: 0, jumping: 0
[PLAYER STATE] x: 232, y: 627.969, vx: 0, vy: 10.7188, grounded: 0, jumping: 0
[PLAYER STATE] x: 232, y: 638.906, vx: 0, vy: 10.9375, grounded: 0, jumping: 0
[PLAYER STATE] x: 232, y: 650.062, vx: 0, vy: 11.1562, grounded: 0, jumping: 0
[PLAYER STATE] x: 232, y: 661.438, vx: 0, vy: 11.375, grounded: 0, jumping: 0
[PLAYER STATE] x: 232, y: 673.031, vx: 0, vy: 11.5938, grounded: 0, jumping: 0
[PLAYER STATE] x: 232, y: 684.844, vx: 0, vy: 11.8125, grounded: 0, jumping: 0
[PLAYER STATE] x: 232, y: 696.875, vx: 0, vy: 12.0312, grounded: 0, jumping: 0
[PLAYER STATE] x: 232, y: 709.125, vx: 0, vy: 12.25, grounded: 0, jumping: 0
[PLAYER STATE] x: 232, y: 721.594, vx: 0, vy: 12.4688, grounded: 0, jumping: 0
[PLAYER STATE] x: 232, y: 734.281, vx: 0, vy: 12.6875, grounded: 0, jumping: 0
[PLAYER STATE] x: 232, y: 747.188, vx: 0, vy: 12.9062, grounded: 0, jumping: 0
[PLAYER STATE] x: 232, y: 760.312, vx: 0, vy: 13.125, grounded: 0, jumping: 0
[PLAYER STATE] x: 232, y: 773.656, vx: 0, vy: 13.3438, grounded: 0, jumping: 0
[PLAYER STATE] x: 232, y: 787.219, vx: 0, vy: 13.5625, grounded: 0, jumping: 0
[PLAYER STATE] x: 232, y: 801, vx: 0, vy: 13.7812, grounded: 0, jumping: 0
[PLAYER STATE] x: 232, y: 815, vx: 0, vy: 14, grounded: 0, jumping: 0
[PLAYER STATE] x: 232, y: 829.219, vx: 0, vy: 14.2188, grounded: 0, jumping: 0
[PLAYER STATE] x: 232, y: 843.656, vx: 0, vy: 14.4375, grounded: 0, jumping: 0
[PLAYER STATE] x: 232, y: 858.312, vx: 0, vy: 14.6562, grounded: 0, jumping: 0
[PLAYER STATE] x: 232, y: 873.188, vx: 0, vy: 14.875, grounded: 0, jumping: 0
[PLAYER STATE] x: 232, y: 888.281, vx: 0, vy: 15.0938, grounded: 0, jumping: 0
[PLAYER STATE] x: 232, y: 903.594, vx: 0, vy: 15.3125, grounded: 0, jumping: 0
[PLAYER STATE] x: 232, y: 919.125, vx: 0, vy: 15.5312, grounded: 0, jumping: 0
[PLAYER STATE] x: 232, y: 934.875, vx: 0, vy: 15.75, grounded: 0, jumping: 0
[PLAYER STATE] x: 232, y: 950.844, vx: 0, vy: 15.9688, grounded: 0, jumping: 0
[PLAYER STATE] x: 232, y: 966.844, vx: 0, vy: 16, grounded: 0, jumping: 0
[PLAYER STATE] x: 232, y: 982.844, vx: 0, vy: 16, grounded: 0, jumping: 0
[PLAYER STATE] x: 232, y: 998.844, vx: 0, vy: 16, grounded: 0, jumping: 0
[PLAYER STATE] x: 232, y: 1014.84, vx: 0, vy: 16, grounded: 0, jumping: 0
[PLAYER STATE] x: 232, y: 1030.84, vx: 0, vy: 16, grounded: 0, jumping: 0
[PLAYER STATE] x: 232, y: 1046.84, vx: 0, vy: 16, grounded: 0, jumping: 0
[PLAYER STATE] x: 232, y: 1062.84, vx: 0, vy: 16, grounded: 0, jumping: 0
[PLAYER STATE] x: 232, y: 1078.84, vx: 0, vy: 16, grounded: 0, jumping: 0
[PLAYER STATE] x: 232, y: 1094.84, vx: 0, vy: 16, grounded: 0, jumping: 0
[PLAYER STATE] x: 232, y: 1110.84, vx: 0, vy: 16, grounded: 0, jumping: 0
[PLAYER STATE] x: 232, y: 1126.84, vx: 0, vy: 16, grounded: 0, jumping: 0
[PLAYER STATE] x: 232, y: 1142.84, vx: 0, vy: 16, grounded: 0, jumping: 0
[PLAYER STATE] x: 232, y: 1158.84, vx: 0, vy: 16, grounded: 0, jumping: 0
[PLAYER STATE] x: 232, y: 1174.84, vx: 0, vy: 16, grounded: 0, jumping: 0
[PLAYER STATE] x: 232, y: 1190.84, vx: 0, vy: 16, grounded: 0, jumping: 0
[PLAYER STATE] x: 232, y: 1206.84, vx: 0, vy: 16, grounded: 0, jumping: 0
[PLAYER STATE] x: 232, y: 1222.84, vx: 0, vy: 16, grounded: 0, jumping: 0
[PLAYER STATE] x: 232, y: 1238.84, vx: 0, vy: 16, grounded: 0, jumping: 0
[PLAYER STATE] x: 232, y: 1254.84, vx: 0, vy: 16, grounded: 0, jumping: 0
[PLAYER STATE] x: 232, y: 1270.84, vx: 0, vy: 16, grounded: 0, jumping: 0
[PLAYER STATE] x: 232, y: 1286.84, vx: 0, vy: 16, grounded: 0, jumping: 0
[PLAYER STATE] x: 232, y: 1302.84, vx: 0, vy: 16, grounded: 0, jumping: 0
[PLAYER STATE] x: 232, y: 1318.84, vx: 0, vy: 16, grounded: 0, jumping: 0
[PLAYER STATE] x: 232, y: 1334.84, vx: 0, vy: 16, grounded: 0, jumping: 0
[PLAYER STATE] x: 232, y: 1350.84, vx: 0, vy: 16, grounded: 0, jumping: 0
[PLAYER STATE] x: 232, y: 1366.84, vx: 0, vy: 16, grounded: 0, jumping: 0
[PLAYER STATE] x: 232, y: 1382.84, vx: 0, vy: 16, grounded: 0, jumping: 0
[PLAYER STATE] x: 232, y: 1398.84, vx: 0, vy: 16, grounded: 0, jumping: 0
[PLAYER STATE] x: 232, y: 1414.84, vx: 0, vy: 16, grounded: 0, jumping: 0
[PLAYER STATE] x: 232, y: 1430.84, vx: 0, vy: 16, grounded: 0, jumping: 0
[PLAYER STATE] x: 232, y: 1446.84, vx: 0, vy: 16, grounded: 0, jumping: 0
[PLAYER STATE] x: 232, y: 1462.84, vx: 0, vy: 16, grounded: 0, jumping: 0
[PLAYER STATE] x: 232, y: 1478.84, vx: 0, vy: 16, grounded: 0, jumping: 0
[PLAYER STATE] x: 232, y: 1494.84, vx: 0, vy: 16, grounded: 0, jumping: 0
[PLAYER STATE] x: 232, y: 1510.84, vx: 0, vy: 16, grounded: 0, jumping: 0
[PLAYER STATE] x: 232, y: 1526.84, vx: 0, vy: 16, grounded: 0, jumping: 0
[PLAYER STATE] x: 232, y: 1542.84, vx: 0, vy: 16, grounded: 0, jumping: 0
[PLAYER STATE] x: 232, y: 1558.84, vx: 0, vy: 16, grounded: 0, jumping: 0
